condition,id,trial,peak_time,peak_point,freqency,trial_start,amplitude,avg_velocity,duration,sac_end_time,sac_index,peak_velocity,sac_peak_velocity_time,sac_start_time,trial_saccade_total,trial_start_time
alcohol,2,22,9.4,0.5568433697589708,6.0,89687.0,1.246,1.246,17.0,1806.8,3.4,91.988,178441.2,1790.8,6.0,176642.0
alcohol,2,23,5.333333333333333,0.5222222222222223,4.0,94553.0,0.5233333333333333,0.5233333333333333,10.333333333333334,1552.6666666666667,2.6666666666666665,47.656666666666666,183055.66666666666,1543.3333333333333,4.0,181508.0
alcohol,2,24,10.0,0.5739926353316447,6.0,99367.0,1.29,1.29,17.5,1681.25,3.5,93.9925,187995.75,1664.75,6.0,186322.0
alcohol,2,25,6.4,0.55004329004329,6.0,103676.0,0.668,0.668,11.8,1965.0,3.6,54.79200000000001,192590.6,1954.2,6.0,190631.0
alcohol,2,26,8.666666666666666,0.562017692452475,4.0,108073.0,1.0066666666666668,1.0066666666666668,16.0,1916.6666666666667,2.3333333333333335,67.58333333333333,196937.33333333334,1901.6666666666667,4.0,195028.0
alcohol,2,27,8.5,0.5800133689839573,6.0,113480.0,0.96,0.96,14.75,1444.5,3.75,73.3025,201873.25,1430.75,6.0,200435.0
alcohol,2,28,9.333333333333334,0.5570261437908496,5.0,118314.0,1.3233333333333333,1.3233333333333333,17.0,1242.6666666666667,2.0,93.74333333333334,206504.0,1226.6666666666667,5.0,205269.0
alcohol,2,29,8.8,0.5182857142857143,7.0,123192.0,1.1520000000000001,1.1520000000000001,17.2,2412.8,4.2,83.18800000000002,212551.4,2396.6,7.0,210147.0
alcohol,2,30,11.0,0.5293748938969528,7.0,127818.0,1.7400000000000002,1.7400000000000002,21.0,1675.6666666666667,4.0,123.295,216438.66666666666,1655.6666666666667,7.0,214773.0
alcohol,2,31,9.142857142857142,0.5838996204542424,8.0,132394.0,1.1657142857142855,1.1657142857142855,16.142857142857142,2692.4285714285716,4.857142857142857,87.43285714285715,222034.42857142858,2677.285714285714,8.0,219349.0
alcohol,2,32,11.0,0.49738554460685874,8.0,136602.0,1.0942857142857143,1.0942857142857143,26.0,2388.0,4.857142857142857,139.93714285714285,225930.0,2363.0,8.0,223557.0
alcohol,2,33,9.166666666666666,0.5331827042353359,9.0,140809.0,1.2133333333333334,1.2133333333333334,17.166666666666668,2192.0,4.5,88.10666666666667,229948.0,2175.8333333333335,9.0,227764.0
alcohol,2,34,10.666666666666666,0.5630817983759161,4.0,145446.0,1.3066666666666666,1.3066666666666666,19.0,1932.6666666666667,2.6666666666666665,92.95,234325.33333333334,1914.6666666666667,4.0,232401.0
alcohol,2,35,8.0,0.5863642697881829,5.0,149628.0,0.8675000000000002,0.8675000000000002,14.0,1424.75,2.75,71.41499999999999,238001.75,1411.75,5.0,236583.0
alcohol,2,36,9.5,0.5954545454545455,3.0,154330.0,1.01,1.01,16.0,1755.0,2.0,75.91,243033.5,1740.0,3.0,241285.0
alcohol,2,37,8.142857142857142,0.5315415691968487,8.0,158569.0,1.0142857142857142,1.0142857142857142,15.142857142857142,1792.0,4.857142857142857,73.89857142857143,247309.0,1777.857142857143,8.0,245524.0
alcohol,2,38,7.75,0.5467032967032968,6.0,162598.0,0.7825,0.7825,14.25,1740.75,3.25,59.045,251287.25,1727.5,6.0,249553.0
alcohol,2,39,8.333333333333334,0.5112867808519983,5.0,167242.0,1.1700000000000002,1.1700000000000002,16.333333333333332,1536.3333333333333,2.3333333333333335,86.28333333333335,255725.33333333334,1521.0,5.0,254197.0
alcohol,2,40,10.5,0.5622767325553704,7.0,171881.0,1.3950000000000002,1.3950000000000002,18.833333333333332,2160.5,3.5,96.36833333333333,260988.16666666666,2142.6666666666665,7.0,258836.0
alcohol,2,41,7.666666666666667,0.456140350877193,4.0,176329.0,1.0433333333333332,1.0433333333333332,17.0,744.3333333333334,2.0,73.41666666666667,264019.0,728.3333333333334,4.0,263284.0
alcohol,2,42,5.666666666666667,0.5093563843563844,8.0,180476.0,0.5916666666666667,0.5916666666666667,11.166666666666666,2329.6666666666665,4.333333333333333,50.65833333333333,269755.1666666667,2319.5,8.0,267431.0
alcohol,2,43,9.5,0.5513366750208856,7.0,186026.0,1.1900000000000002,1.1900000000000002,17.333333333333332,2133.5,4.0,86.63,275106.6666666667,2117.1666666666665,7.0,272981.0
alcohol,2,44,9.2,0.5302413273001508,6.0,190378.0,1.1260000000000001,1.1260000000000001,17.4,1712.8,3.4,83.648,279037.6,1696.4,6.0,277333.0
alcohol,2,45,9.333333333333334,0.5388443256090315,5.0,194263.0,1.1433333333333333,1.1433333333333333,17.333333333333332,1749.6666666666667,2.6666666666666665,80.99666666666667,282959.6666666667,1733.3333333333333,5.0,281218.0
alcohol,2,46,8.0,0.5572272498743086,8.0,198412.0,0.9366666666666666,0.9366666666666666,14.333333333333334,2331.8333333333335,4.166666666666667,71.265,287692.5,2318.5,8.0,285367.0
alcohol,2,47,8.333333333333334,0.5246031746031746,5.0,203079.0,0.9833333333333334,0.9833333333333334,16.0,1874.3333333333333,2.3333333333333335,79.27,291900.6666666667,1859.3333333333333,5.0,290034.0
alcohol,2,48,9.0,0.5454545454545454,3.0,207544.0,1.14,1.14,16.5,1166.0,1.5,78.69500000000001,295657.5,1150.5,3.0,294499.0
alcohol,2,49,15.909090909090908,0.4450293564842399,11.0,216355.0,7.571818181818182,7.571818181818182,38.81818181818182,1860.0,6.0,304.30727272727273,305147.0909090909,1822.1818181818182,11.0,303310.0
alcohol,2,50,15.0,0.48261441200557187,8.0,220298.0,5.881428571428572,5.881428571428572,34.42857142857143,1927.857142857143,4.571428571428571,264.19714285714286,309161.4285714286,1894.4285714285713,8.0,307253.0
alcohol,2,51,12.571428571428571,0.4600747172440049,8.0,224539.0,4.1499999999999995,4.1499999999999995,29.0,2515.0,4.714285714285714,202.70857142857145,313992.5714285714,2487.0,8.0,311494.0
alcohol,2,52,16.333333333333332,0.47888981019437854,9.0,228919.0,6.955555555555556,6.955555555555556,37.22222222222222,1965.7777777777778,5.0,283.95666666666665,317818.8888888889,1929.5555555555557,9.0,315874.0
alcohol,2,53,12.625,0.5220605611971836,9.0,233096.0,3.5025000000000004,3.5025000000000004,24.75,2126.375,5.25,171.9175,322165.25,2102.625,9.0,320051.0
alcohol,2,54,14.285714285714286,0.4463617428323311,8.0,237275.0,5.11,5.11,35.57142857142857,2231.1428571428573,4.571428571428571,200.83714285714288,326439.85714285716,2196.5714285714284,8.0,324230.0
alcohol,2,55,13.0,0.5244360902255638,5.0,241882.0,3.5949999999999998,3.5949999999999998,25.0,1172.0,2.75,167.1525,329997.0,1148.0,5.0,328837.0
alcohol,2,56,7.0,0.6076923076923078,3.0,245816.0,0.6399999999999999,0.6399999999999999,11.5,3264.5,2.5,53.175,336031.0,3254.0,3.0,332771.0
alcohol,2,57,9.5,0.5416666666666667,3.0,249801.0,1.3050000000000002,1.3050000000000002,17.5,3211.0,1.5,86.375,339959.0,3194.5,3.0,336756.0
alcohol,2,58,9.0,0.45,2.0,254281.0,0.96,0.96,20.0,3319.0,2.0,69.28,344544.0,3300.0,2.0,341236.0
alcohol,2,59,10.0,0.5882352941176471,2.0,258599.0,1.1,1.1,17.0,3705.0,2.0,84.93,349252.0,3689.0,2.0,345554.0
alcohol,2,60,19.375,0.45219866893112304,9.0,263239.0,8.61875,8.61875,43.625,1665.625,4.5,311.405,351835.375,1623.0,9.0,350194.0
alcohol,2,61,3.0,0.42857142857142855,1.0,267768.0,0.27,0.27,7.0,3288.0,1.0,34.41,358007.0,3282.0,1.0,354723.0
alcohol,2,62,9.75,0.4718610646599777,7.0,271608.0,1.6275,1.6275,20.5,3210.25,5.5,103.25999999999999,361762.5,3190.75,7.0,358563.0
alcohol,2,63,7.5,0.575657894736842,3.0,276140.0,0.855,0.855,13.5,2051.0,2.0,68.0,365140.0,2038.5,3.0,363095.0
alcohol,2,64,9.0,0.5113636363636364,4.0,280343.0,1.175,1.175,17.75,3159.0,2.5,82.43,370448.25,3142.25,4.0,367298.0
alcohol,2,65,11.0,0.4746588693957115,4.0,284842.0,2.55,2.55,25.0,3092.6666666666665,3.0,138.78666666666666,374875.6666666667,3068.6666666666665,4.0,371797.0
alcohol,2,66,9.5,0.5016891891891893,3.0,289227.0,1.57,1.57,22.5,2722.0,2.0,72.055,378891.0,2700.5,3.0,376182.0
alcohol,2,67,16.333333333333332,0.5506740013876499,3.0,293192.0,1.2666666666666668,1.2666666666666668,30.0,3264.0,2.0,161.51666666666668,383397.3333333333,3235.0,3.0,380147.0
alcohol,2,68,11.0,0.5251317523056653,5.0,297577.0,1.61,1.61,21.0,2196.5,3.25,106.1575,386718.5,2176.5,5.0,384532.0
alcohol,2,69,15.0,0.4686829589930365,7.0,301880.0,6.601666666666667,6.601666666666667,34.666666666666664,2128.8333333333335,4.0,250.14833333333334,390944.1666666667,2095.1666666666665,7.0,388835.0
alcohol,2,70,11.0,0.47721654973038125,9.0,306072.0,2.9587499999999998,2.9587499999999998,25.875,2378.125,5.125,162.79125000000002,395390.25,2353.25,9.0,393027.0
alcohol,2,71,13.0,0.4670265503330519,6.0,310489.0,4.324,4.324,30.2,2426.2,3.0,197.17600000000002,399853.0,2397.0,6.0,397444.0
alcohol,2,72,9.5,0.552536231884058,3.0,314439.0,1.255,1.255,17.5,3281.5,2.5,93.505,404667.5,3265.0,3.0,401394.0
alcohol,2,73,13.777777777777779,0.4181693689617394,11.0,318728.0,6.062222222222221,6.062222222222221,41.22222222222222,1721.7777777777778,5.666666666666667,261.6944444444445,407377.3333333333,1681.5555555555557,11.0,405683.0
alcohol,2,74,12.166666666666666,0.49962545436683364,7.0,323324.0,3.315,3.315,26.333333333333332,2152.0,4.0,177.99666666666667,412416.8333333333,2126.6666666666665,7.0,410279.0
alcohol,2,75,12.714285714285714,0.47134756483440693,8.0,327831.0,3.4028571428571426,3.4028571428571426,28.857142857142858,1794.4285714285713,4.285714285714286,188.19285714285712,416564.28571428574,1766.5714285714287,8.0,414786.0
alcohol,2,76,14.0,0.4212345917289816,8.0,332409.0,5.278571428571429,5.278571428571429,35.857142857142854,2028.142857142857,4.428571428571429,227.3342857142857,421370.28571428574,1993.2857142857142,8.0,419364.0
alcohol,2,77,13.0,0.4295483543382703,8.0,336807.0,4.627142857142857,4.627142857142857,32.714285714285715,2040.7142857142858,4.428571428571429,208.5371428571429,425783.0,2009.0,8.0,423762.0
alcohol,2,78,7.5,0.5773809523809523,4.0,341339.0,0.725,0.725,13.0,3336.5,2.5,56.945,431625.0,3324.5,4.0,428294.0
alcohol,2,79,9.666666666666666,0.516569200779727,4.0,345975.0,1.31,1.31,18.666666666666668,3033.3333333333335,3.0,93.18333333333334,435954.3333333333,3015.6666666666665,4.0,432930.0
alcohol,2,80,11.0,0.4865711462450593,5.0,350040.0,1.6624999999999999,1.6624999999999999,22.5,1971.5,2.5,111.86999999999999,438955.0,1950.0,5.0,436995.0
alcohol,2,81,8.0,0.5828460038986355,4.0,354632.0,0.8766666666666666,0.8766666666666666,14.333333333333334,2413.3333333333335,2.0,66.39,443994.0,2400.0,4.0,441587.0
alcohol,2,82,19.666666666666668,0.4692657569850553,4.0,359449.0,2.0366666666666666,2.0366666666666666,39.333333333333336,2367.0,2.3333333333333335,187.82666666666668,448751.3333333333,2328.6666666666665,4.0,446404.0
alcohol,2,83,7.666666666666667,0.4388422035480859,3.0,363800.0,1.9400000000000002,1.9400000000000002,17.333333333333332,3578.0,2.0,111.45333333333333,454323.3333333333,3561.6666666666665,3.0,450755.0
alcohol,2,84,12.4,0.47848325717793083,7.0,367815.0,2.564,2.564,27.0,2647.6,4.0,156.164,457403.0,2621.6,7.0,454770.0
alcohol,2,85,12.833333333333334,0.46159392668826627,8.0,372072.0,3.6633333333333336,3.6633333333333336,30.0,2338.3333333333335,5.5,189.03333333333333,461348.1666666667,2309.3333333333335,8.0,459027.0
alcohol,2,86,8.666666666666666,0.49607843137254903,4.0,375976.0,1.1600000000000001,1.1600000000000001,18.0,3064.0,3.0,76.8,465985.6666666667,3047.0,4.0,462931.0
alcohol,2,87,8.666666666666666,0.5105882352941177,5.0,380539.0,1.2933333333333332,1.2933333333333332,17.333333333333332,2510.0,3.3333333333333335,89.76333333333332,469995.3333333333,2493.6666666666665,5.0,467494.0
alcohol,2,88,9.666666666666666,0.4427041024942075,7.0,384567.0,1.285,1.285,22.5,3255.0,4.333333333333333,100.66666666666667,474764.1666666667,3233.5,7.0,471522.0
alcohol,2,89,12.625,0.48904417575470216,9.0,389303.0,2.8575,2.8575,25.5,3020.0,5.25,180.41499999999996,479265.125,2995.5,9.0,476258.0
alcohol,2,90,15.875,0.39789066727295536,9.0,394122.0,6.78125,6.78125,43.75,2489.375,5.5,297.55999999999995,483538.5,2446.625,9.0,481077.0
alcohol,2,91,8.0,0.45034911325233906,5.0,398455.0,1.2650000000000001,1.2650000000000001,17.75,2563.25,3.25,87.36,487963.5,2546.5,5.0,485410.0
alcohol,2,92,15.0,0.39929913136469053,9.0,402858.0,7.0600000000000005,7.0600000000000005,43.0,1903.875,5.0,286.34125,491688.875,1861.875,9.0,489813.0
alcohol,2,93,12.5,0.48214285714285715,3.0,406986.0,2.3,2.3,26.0,3257.5,2.5,158.87,497185.0,3232.5,3.0,493941.0
alcohol,2,94,13.6,0.41054777013925614,5.0,411037.0,4.746,4.746,36.0,2303.4,3.0,225.39600000000002,500273.0,2268.4,5.0,497992.0
alcohol,2,95,8.0,0.5333333333333333,2.0,415145.0,0.94,0.94,15.0,3707.0,2.0,74.19,505800.0,3693.0,2.0,502100.0
alcohol,2,96,13.4,0.4548809523809524,6.0,419371.0,3.9979999999999998,3.9979999999999998,30.4,1991.0,3.8,224.704,508300.0,1961.6,6.0,506326.0
alcohol,4,1,12.214285714285714,0.394032520956911,14.0,0.0,2.5928571428571425,2.5928571428571425,32.5,2320.8571428571427,7.5,166.3607142857143,4291762.571428572,2289.3571428571427,14.0,4289462.0
alcohol,4,2,9.666666666666666,0.4513333475576038,9.0,4441.0,1.6066666666666667,1.6066666666666667,21.88888888888889,2970.3333333333335,5.0,116.13555555555556,4296861.111111111,2949.4444444444443,9.0,4293903.0
alcohol,4,3,11.166666666666666,0.36201658211967486,6.0,10059.0,2.1816666666666666,2.1816666666666666,38.0,2705.5,3.5,143.83666666666667,4302199.666666667,2668.5,6.0,4299521.0
alcohol,4,4,10.0,0.457638150121928,8.0,14714.0,1.1687500000000002,1.1687500000000002,23.625,1882.25,4.5,108.89,4306044.625,1859.625,8.0,4304176.0
alcohol,4,5,9.666666666666666,0.45810439560439553,8.0,19433.0,0.895,0.895,22.333333333333332,1669.6666666666667,3.5,66.67166666666667,4310552.0,1648.3333333333333,8.0,4308895.0
alcohol,4,6,16.875,0.4948774644219559,10.0,24040.0,2.105,2.105,31.875,2589.5,4.5,137.2425,4316076.5,2558.625,10.0,4313502.0
alcohol,4,7,8.777777777777779,0.4424981333930323,11.0,28744.0,0.99,0.99,20.11111111111111,1902.888888888889,5.0,88.40222222222222,4320097.555555556,1883.7777777777778,11.0,4318206.0
alcohol,4,8,7.5,0.3633954678362573,6.0,33115.0,0.5925,0.5925,21.25,2146.0,3.5,63.08,4324709.25,2125.75,6.0,4322577.0
alcohol,4,9,6.333333333333333,0.3710710632617326,8.0,37771.0,0.5499999999999999,0.5499999999999999,17.833333333333332,2330.3333333333335,3.5,58.62833333333333,4329551.833333333,2313.5,8.0,4327233.0
alcohol,4,10,10.0,0.49042443064182195,8.0,42535.0,0.6433333333333334,0.6433333333333334,22.5,2815.0,4.5,79.65499999999999,4334799.5,2793.5,8.0,4331997.0
alcohol,4,11,12.125,0.4545282472400164,11.0,46985.0,2.41875,2.41875,27.375,2534.75,5.25,168.25625000000002,4338966.5,2508.375,11.0,4336447.0
alcohol,4,12,17.11111111111111,0.48637967152673034,9.0,52219.0,1.9788888888888891,1.9788888888888891,34.77777777777778,3613.4444444444443,5.0,180.03,4345276.777777778,3579.6666666666665,9.0,4341681.0
alcohol,4,13,9.166666666666666,0.40147619250003547,8.0,59144.0,0.9033333333333333,0.9033333333333333,23.166666666666668,1945.1666666666667,4.5,89.64999999999999,4350537.166666667,1923.0,8.0,4348606.0
alcohol,4,14,11.0,0.4025633640552995,7.0,63594.0,0.9683333333333334,0.9683333333333334,35.5,1739.0,3.5,101.89666666666666,4354770.5,1704.5,7.0,4353056.0
alcohol,4,15,9.833333333333334,0.4873958361705541,6.0,68183.0,0.8616666666666667,0.8616666666666667,22.5,2588.8333333333335,3.5,65.25833333333333,4360221.166666667,2567.3333333333335,6.0,4357645.0
alcohol,4,16,7.833333333333333,0.37644862604540025,7.0,73385.0,0.695,0.695,21.0,1994.3333333333333,4.0,65.415,4364828.166666667,1974.3333333333333,7.0,4362847.0
alcohol,4,17,8.5,0.47705938697318007,5.0,77657.0,0.86,0.86,20.25,2297.75,3.25,76.21249999999999,4369405.0,2278.5,5.0,4367119.0
alcohol,4,18,16.166666666666668,0.4707466039689003,7.0,82043.0,0.955,0.955,31.333333333333332,2231.8333333333335,3.5,75.37666666666667,4373721.666666667,2201.5,7.0,4371505.0
alcohol,4,19,9.666666666666666,0.4084291187739464,3.0,86471.0,1.09,1.09,24.333333333333332,1634.6666666666667,2.0,98.77666666666666,4377553.0,1611.3333333333333,3.0,4375933.0
alcohol,4,20,7.5,0.4698142414860681,5.0,90922.0,0.8175,0.8175,16.0,1634.25,3.0,60.5875,4382009.75,1619.25,5.0,4380384.0
alcohol,4,21,6.25,0.35917755991285405,6.0,95370.0,0.505,0.505,19.0,1884.5,2.5,53.345,4386703.75,1866.5,6.0,4384832.0
alcohol,4,22,7.25,0.49258373205741623,5.0,99900.0,0.6849999999999999,0.6849999999999999,14.5,1451.0,3.0,59.830000000000005,4390805.75,1437.5,5.0,4389362.0
alcohol,4,23,11.8,0.7043653250773995,7.0,104316.0,0.48599999999999993,0.48599999999999993,16.0,2332.6,3.6,45.492,4396106.4,2317.6,7.0,4393778.0
alcohol,4,24,12.5,0.44254553408096714,6.0,110538.0,0.9033333333333332,0.9033333333333332,35.333333333333336,2248.1666666666665,3.5,94.7,4402225.333333333,2213.8333333333335,6.0,4400000.0
alcohol,4,25,5.714285714285714,0.4500491154626493,8.0,115288.0,0.5014285714285714,0.5014285714285714,13.714285714285714,2125.8571428571427,4.142857142857143,51.72428571428571,4406867.857142857,2113.1428571428573,8.0,4404750.0
alcohol,4,26,5.714285714285714,0.3791518938577762,9.0,119800.0,0.5485714285714286,0.5485714285714286,15.714285714285714,2453.714285714286,4.0,50.53142857142857,4411705.714285715,2439.0,9.0,4409262.0
alcohol,4,27,8.375,0.39680824255055136,8.0,125244.0,0.85125,0.85125,21.0,2482.875,4.5,78.285,4417176.25,2462.875,8.0,4414706.0
alcohol,4,28,6.833333333333333,0.4063868822382754,6.0,129770.0,0.5883333333333334,0.5883333333333334,21.5,2140.5,3.5,54.580000000000005,4421357.833333333,2120.0,6.0,4419232.0
alcohol,4,29,10.88888888888889,0.4506392504452298,10.0,134186.0,2.2444444444444445,2.2444444444444445,25.88888888888889,2926.0,5.333333333333333,135.51999999999998,4426559.0,2901.1111111111113,10.0,4423648.0
alcohol,4,30,6.714285714285714,0.39262483548197835,7.0,139593.0,0.5514285714285715,0.5514285714285715,18.285714285714285,2101.1428571428573,4.0,62.87285714285714,4431144.571428572,2083.8571428571427,7.0,4429055.0
alcohol,4,31,8.25,0.42630019283121595,11.0,143949.0,0.7175000000000001,0.7175000000000001,21.125,1932.125,5.75,82.5975,4435330.25,1912.0,11.0,4433411.0
alcohol,4,32,10.166666666666666,0.5372000773993807,8.0,148473.0,1.2,1.2,21.5,2883.1666666666665,5.0,110.73500000000001,4440806.833333333,2862.6666666666665,8.0,4437935.0
alcohol,4,33,7.6,0.421752599890531,11.0,152840.0,0.704,0.704,18.9,1894.1,5.5,73.90299999999999,4444184.8,1876.2,11.0,4442302.0
alcohol,4,34,8.25,0.46074224539844233,11.0,157099.0,0.89,0.89,19.0,2463.25,5.375,84.5275,4449013.5,2445.25,11.0,4446561.0
alcohol,4,35,8.875,0.5420272435897435,9.0,162185.0,1.34625,1.34625,16.375,2906.125,5.25,98.25874999999999,4454545.625,2890.75,9.0,4451647.0
alcohol,4,36,7.25,0.4611927546138072,11.0,167403.0,0.77125,0.77125,17.0,2598.125,4.875,70.17750000000001,4459453.375,2582.125,11.0,4456865.0
alcohol,4,37,9.5,0.48181830560507033,8.0,173368.0,1.44375,1.44375,20.0,3000.125,4.5,108.09500000000001,4465819.625,2981.125,8.0,4462830.0
alcohol,4,38,9.428571428571429,0.48815647956707126,9.0,177899.0,1.1457142857142857,1.1457142857142857,21.571428571428573,2201.285714285714,4.571428571428571,93.99857142857142,4469550.142857143,2180.714285714286,9.0,4467361.0
alcohol,4,39,8.5,0.4449839877471456,8.0,182649.0,0.9650000000000002,0.9650000000000002,19.5,2477.5,4.833333333333333,82.255,4474577.5,2459.0,8.0,4472111.0
alcohol,4,40,8.4,0.4088709677419355,6.0,187785.0,0.8920000000000001,0.8920000000000001,21.6,1292.8,3.2,85.28,4478526.6,1272.2,6.0,4477247.0
alcohol,4,41,9.25,0.3488859356320787,10.0,192700.0,1.23375,1.23375,27.125,2500.125,5.75,118.04875,4484644.25,2474.0,10.0,4482162.0
alcohol,4,42,8.4,0.5147049689440995,8.0,197194.0,0.768,0.768,18.0,2227.2,4.4,65.53599999999999,4488873.6,2210.2,8.0,4486656.0
alcohol,4,43,6.714285714285714,0.374475296191351,9.0,201946.0,0.6185714285714285,0.6185714285714285,18.0,2103.1428571428573,4.0,57.64,4493499.857142857,2086.1428571428573,9.0,4491408.0
alcohol,4,44,10.125,0.40986201298701297,8.0,207208.0,1.79,1.79,24.875,2718.75,4.5,127.0525,4499374.0,2694.875,8.0,4496670.0
alcohol,4,45,7.625,0.42697443203063074,9.0,211850.0,0.9299999999999999,0.9299999999999999,17.875,1927.75,5.125,81.005,4503229.5,1910.875,9.0,4501312.0
alcohol,4,46,9.25,0.4045643227386649,9.0,216202.0,0.9375,0.9375,24.75,3188.125,5.375,103.54625,4508836.625,3164.375,9.0,4505664.0
alcohol,4,47,11.1,0.4748105090625113,12.0,221449.0,1.1969999999999998,1.1969999999999998,24.1,2659.4,6.3,108.647,4513557.4,2636.3,12.0,4510911.0
